0,0
1,1
5,5
10,1
100,1
21127,13
15122,11
299655412,43
1581559892,53
220106707,25
1453201078,31
1590571865,47
1915941032,35
1171165722,33
186699713,50
1268073012,30
906070220,26
68252793,42
63989047,46
201209005,19
469521477,45
499635468,54
1085242216,31
1292825378,47
56985561,45
1205264595,39
427000596,33
1537640408,38
1395616196,47
1506083910,33
1170252923,32
900911954,38
473392624,40
964669077,54
1265438422,37
597409992,54
1738238661,45
1866808229,50
13955983,43
1629526405,40
1730483678,47
342865762,43
1499242941,45
907557512,41
730682427,39
596724164,44
333889688,56
462382781,41
1639591159,49
722831292,36
219494902,40
199170184,40
815887678,58
207696843,45
770902343,35
1819980297,54
738639288,54
1296491777,53
568054227,39
1733294783,47
93309105,30
1567087080,42
986607411,42
1151541058,31
268062140,29
1980614224,37
812896393,49
169222132,28
1185498232,43
629595552,48
1781132953,40
1349993687,59
1328261053,31
1901493143,35
1850501472,33
776605304,38
1239854303,38
412936598,47
1513056504,30
149368553,44
98407116,36
1420052172,24
489407815,46
1660151621,29
621455910,33
171351960,33
1836780819,51
499914620,44
1860759513,45
216898920,45
816314859,45
596943772,52
973691209,46
1365121943,35
1791238511,38
783471136,40
349297012,37
794957572,55
762938025,42
449912919,48
1439190226,37
573330498,42
1507147647,42
1467907436,47
1391645397,48
153335723,32
1308098873,47
1363605489,45
367517440,37
1147056643,37
1565787882,57
525727461,39
350904183,33
992696249,56
814874363,44
579708537,51
1987262417,47
1374389012,38
1477816546,49
1196040476,38
471619987,52
1470197911,40
696391871,50
1810010706,24
1649940838,52
1666447132,40
120125830,22
491876988,60
1764807637,49
68934737,47
1728822695,50
677430270,36
861494829,51
574969167,54
142138944,36
453082198,40
1960944880,49
1218009887,44
1881985143,48
1541709159,42
675765611,44
456612023,29
1407543818,41
1072090968,42
849613032,36
1899842598,63
1963975986,63
1380513881,38
985376852,53
306814401,27
568825839,54
299853838,55
529628540,41
1599851660,50
1205528893,43
1157444916,42
564233310,27
1604199939,51
1255388860,46
920054627,35
1928059962,51
1253127416,32
857706059,47
777381451,43
470987740,46
297065154,39
1094199380,44
1059817199,50
195226476,42
1623029829,42
101181642,24
1849204427,41
235469722,40
328224239,35
1347430114,28
343558720,37
1700977478,50
1461322282,31
906581620,37
1280778650,44
136424712,30
826281506,38
819521169,42
1279660644,45
1005129473,32
1136264404,31
539907702,42
1188043565,41
1848510326,38
24655304,29
1460897491,49
1547738332,43
245997989,62
1463961867,51
1900068734,38
1153135002,21
1612497800,38
573002724,30
1650553201,28
1376454985,52
